MODO,METAL,ESPECIE,DIA,MES,AÑO,LUGAR,MUNICIPIO,PROVINCIA,EDAD,SEXO,ANILLADOR,Dias,Kms,Observaciones,FECHA CONTROL 1,Observaciones simple
C,3010921,Sturnus unicolor,1,9,1987,El Marmol,Puebla del Rio,Sevilla,2,0,M. Vazquez,48,69,Cazado con red de suelo,1987-09-01,muerto
A,3010941,Sturnus unicolor,15,7,1987,Pinares de Hinojos,Hinojos,Huelva,2,0,PND,NA,NA,Anillamiento,1987-07-15,anillamiento
C,3010941,Sturnus unicolor,1,9,1987,El Marmol,Puebla del Rio,Sevilla,2,0,M. Vazquez,46,69,Cazado con red de suelo,1987-09-01,muerto
A,3010944,Sturnus unicolor,15,7,1987,Pinares de Hinojos,Hinojos,Huelva,2,0,PND,NA,NA,Anillamiento,1987-07-15,anillamiento
C,3010944,Sturnus unicolor,1,9,1987,El Marmol,Puebla del Rio,Sevilla,2,0,M. Vazquez,46,69,Cazado con red de suelo,1987-09-01,muerto
A,3010948,Sturnus unicolor,15,7,1987,Pinares de Hinojos,Hinojos,Huelva,2,0,PND,NA,NA,Anillamiento,1987-07-15,anillamiento
C,3010948,Sturnus unicolor,1,9,1987,El Marmol,Puebla del Rio,Sevilla,2,0,M. Vazquez,46,69,Cazado con red de suelo,1987-09-01,muerto
A,3010950,Sturnus unicolor,15,7,1987,Pinares de Hinojos,Hinojos,Huelva,2,0,PND,NA,NA,Anillamiento,1987-07-15,anillamiento
C,3010950,Sturnus unicolor,1,9,1987,El Marmol,Puebla del Rio,Sevilla,2,0,M. Vazquez,46,69,Cazado con red de suelo,1987-09-01,muerto
A,3010951,Sturnus unicolor,15,7,1987,Pinares de Hinojos,Hinojos,Huelva,2,0,PND,NA,NA,Anillamiento,1987-07-15,anillamiento
C,3010951,Sturnus unicolor,1,9,1987,El Marmol,Puebla del Rio,Sevilla,2,0,M. Vazquez,46,69,Cazado con red de suelo,1987-09-01,muerto
A,3027893,Sturnus unicolor,28,1,1989,Lucio Poco Abrigo,Puebla del Rio,Sevilla,4,0,M. Vazquez,NA,NA,Anillamiento,1989-01-28,anillamiento
C,3027893,Sturnus unicolor,5,9,1989,Vuelta la Arena,Puebla del Rio,Sevilla,4,0,Cazador,NA,NA,Cazado con red de suelo,1989-09-05,muerto
A,3036532,Cyanopica cyana,24,9,1994,Torrecuadros,Hinojos,Huelva,3,0,J Ayala,NA,NA,Anillamiento,1994-09-24,anillamiento
C,3036532,Cyanopica cyana,24,9,2001,Torrecuadros,Hinojos,Huelva,A,0,M. Vazquez,2554,1,control,2001-09-24,control
A,5055319,Corvus monedula,28,10,2002,Cañada de los Pajaros,Puebla del Rio,Sevilla,3,0,CDP,NA,NA,Anillamiento,2002-10-28,anillamiento
C,5055319,Corvus monedula,15,4,2006,Dehesa de Abajo,Puebla del Rio,Sevilla,A,0,M. Vazquez,1265,6,control,2006-04-15,control
A,L262573,Cettia cetti,14,10,1999,La Marmoleja,Puebla del Rio,Sevilla,2,0,M. Vazquez,NA,NA,Anillamiento,1999-10-14,anillamiento
C,L262573,Cettia cetti,10,10,2001,Cantaritas,Puebla del Rio,Sevilla,4,2,JL Arroyo,727,19,control,2001-10-10,control
A,L958478,Cettia cetti,12,7,2004,Laguna del Gobierno,La Lantejuela,Sevilla,3,2,M Vega,NA,NA,Anillamiento,2004-07-12,anillamiento
C,L958478,Cettia cetti,29,8,2006,Cantaritas,Puebla del Rio,Sevilla,4,0,JL Arroyo,778,87,control,2006-08-29,control
A,N339474,Cettia cetti,11,8,2006,Caño Navarro,Coria del Rio,Sevilla,2,0,M. Vazquez,NA,NA,Anillamiento,2006-08-11,anillamiento
C,N339475,Cettia cetti,11,5,2007,Brazo del Este,Puebla del Rio,Sevilla,4,0,GOSUR,273,18,control,2007-05-11,control
A,N317803,Locustella luscinioides,2,8,2006,Cantaritas,Puebla del Rio,Sevilla,3,0,JL Arroyo,NA,NA,Anillamiento,2006-08-02,anillamiento
C,N317803,Locustella luscinioides,28,8,2006,Caño Navarro,Coria del Rio,Sevilla,3,0,M. Vazquez,26,18,control,2006-08-28,control
A,N365286,Acrocephalus schoenobaenus,6,8,2006,Cantaritas,Puebla del Rio,Sevilla,4,0,JL Arroyo,NA,NA,Anillamiento,2006-08-06,anillamiento
C,N365286,Acrocephalus schoenobaenus,11,8,2006,Caño Navarro,Coria del Rio,Sevilla,4,0,M. Vazquez,5,18,control,2006-08-11,control
A,178269,Acrocephalus scirpaceus,16,9,1997,Castronuño,Castronuño,Valladolid,3,0,G Nycticorax,NA,NA,Anillamiento,1997-09-16,anillamiento
C,178269,Acrocephalus scirpaceus,18,10,1997,Laguna del Gobierno,La Lantejuela,Sevilla,2,0,M Vega,32,450,Encontrada muerta,1997-10-18,muerto
A,BS4548,Acrocephalus scirpaceus,27,5,2003,PNAE Roncaires,Castello D´Empuries,Girona,4,0,ICO,NA,NA,Anillamiento,2003-05-27,anillamiento
C,BS4548,Acrocephalus scirpaceus,4,9,2003,Veta La Palma,Puebla del Rio,Sevilla,4,0,M. Vazquez,100,973,control,2003-09-04,control
A,CS0350,Acrocephalus scirpaceus,18,8,2005,Muro de los Pobres,Puebla del Rio,Sevilla,3,0,SEO Sevilla,NA,NA,Anillamiento,2005-08-18,anillamiento
C,CS0350,Acrocephalus scirpaceus,24,8,2005,Caño Navarro,Coria del Rio,Sevilla,3,0,M. Vazquez,6,18,control,2005-08-24,control
A,L358585,Acrocephalus scirpaceus,15,8,2001,Curva del Convento,Las Cabezas de San Juan,Sevilla,3,0,GOSUR,NA,NA,Anillamiento,2001-08-15,anillamiento
C,L358585,Acrocephalus scirpaceus,15,7,2005,Caño Navarro,Coria del Rio,Sevilla,4,0,M. Vazquez,1430,35,control,2005-07-15,control
A,L467833,Acrocephalus scirpaceus,11,5,2001,Coria del Rio,Coria del Rio,Sevilla,4,2,Zamalla,NA,NA,Anillamiento,2001-05-11,anillamiento
C,L467833,Acrocephalus scirpaceus,5,8,2001,Utrera,Utrera,Sevilla,4,0,GOSUR,86,29,control,2001-08-05,control
A,L705800,Acrocephalus scirpaceus,18,7,2004,Cantaritas,Puebla del Rio,Sevilla,3,0,JL Arroyo,NA,NA,Anillamiento,2004-07-18,anillamiento
C,L705800,Acrocephalus scirpaceus,11,8,2006,Caño Navarro,Coria del Rio,Sevilla,4,0,M. Vazquez,754,18,control,2006-08-11,control
A,L851416,Acrocephalus scirpaceus,24,7,2004,Caño Navarro,Coria del Rio,Sevilla,3,0,M. Vazquez,NA,NA,Anillamiento,2004-07-24,anillamiento
C,L851416,Acrocephalus scirpaceus,27,4,2006,Manecorro PN Doñana,Almonte,Huelva,4,0,EBD,642,47,control,2006-04-27,control
A,L937723,Acrocephalus scirpaceus,17,3,2004,Las Gallegas,Malaga,Malaga,4,0,SEO Malaga,NA,NA,Anillamiento,2004-03-17,anillamiento
C,L937723,Acrocephalus scirpaceus,26,8,2004,Caño Navarro,Coria del Rio,Sevilla,4,0,M. Vazquez,162,153,control,2004-08-26,control
A,N134977,Acrocephalus scirpaceus,24,7,2004,Puenteceso,A Coruña,A Coruña,4,2,GA Hercules,NA,NA,Anillamiento,2004-07-24,anillamiento
C,N134977,Acrocephalus scirpaceus,14,8,2006,Caño Navarro,Coria del Rio,Sevilla,4,0,M. Vazquez,751,708,control,2006-08-14,control
A,N180430,Acrocephalus scirpaceus,11,8,2005,Cantaritas,Puebla del Rio,Sevilla,3,0,JL Arroyo,NA,NA,Anillamiento,2005-08-11,anillamiento
C,N180430,Acrocephalus scirpaceus,11,8,2006,Caño Navarro,Coria del Rio,Sevilla,4,0,M. Vazquez,365,18,control,2006-08-11,control
A,N206574,Acrocephalus scirpaceus,29,7,2005,Caño Navarro,Coria del Rio,Sevilla,3,0,M. Vazquez,NA,NA,Anillamiento,2005-07-29,anillamiento
C,N206574,Acrocephalus scirpaceus,11,8,2005,Cantaritas,Puebla del Rio,Sevilla,3,0,JL Arroyo,13,18,control,2005-08-11,control
A,N206635,Acrocephalus scirpaceus,29,7,2005,Caño Navarro,Coria del Rio,Sevilla,4,0,M. Vazquez,NA,NA,Anillamiento,2005-07-29,anillamiento
C,N206635,Acrocephalus scirpaceus,8,8,2005,Cantaritas,Puebla del Rio,Sevilla,4,0,JL Arroyo,10,18,control,2005-08-08,control
A,N206647,Acrocephalus scirpaceus,29,7,2005,Caño Navarro,Coria del Rio,Sevilla,3,0,M. Vazquez,NA,NA,Anillamiento,2005-07-29,anillamiento
C,N206647,Acrocephalus scirpaceus,5,8,2005,Cantaritas,Puebla del Rio,Sevilla,3,0,JL Arroyo,7,18,control,2005-08-05,control
A,N206648,Acrocephalus scirpaceus,29,7,2005,Caño Navarro,Coria del Rio,Sevilla,3,0,M. Vazquez,NA,NA,Anillamiento,2005-07-29,anillamiento
C,N206648,Acrocephalus scirpaceus,16,8,2005,Cantaritas,Puebla del Rio,Sevilla,3,0,JL Arroyo,18,18,control,2005-08-16,control
A,N207313,Acrocephalus scirpaceus,7,9,2005,Caño Navarro,Coria del Rio,Sevilla,3,0,M. Vazquez,NA,NA,Anillamiento,2005-09-07,anillamiento
C,N207313,Acrocephalus scirpaceus,11,8,2006,Cantaritas,Puebla del Rio,Sevilla,4,0,JL Arroyo,338,18,control,2006-08-11,control
A,N246713,Acrocephalus scirpaceus,25,9,2005,Parque del Alamillo,Sevilla,Sevilla,3,0,GOSUR,NA,NA,Anillamiento,2005-09-25,anillamiento
C,N246713,Acrocephalus scirpaceus,23,8,2006,Caño Navarro,Coria del Rio,Sevilla,4,0,M. Vazquez,332,18,control,2006-08-23,control
A,N294592,Acrocephalus scirpaceus,21,8,2005,Cantaritas,Puebla del Rio,Sevilla,3,0,JL Arroyo,NA,NA,Anillamiento,2005-08-21,anillamiento
C,N294592,Acrocephalus scirpaceus,23,8,2006,Caño Navarro,Coria del Rio,Sevilla,4,0,M. Vazquez,367,18,control,2006-08-23,control
A,N317999,Acrocephalus scirpaceus,3,8,2006,Cantaritas,Puebla del Rio,Sevilla,5,2,JL Arroyo,NA,NA,Anillamiento,2006-08-03,anillamiento
C,N317999,Acrocephalus scirpaceus,18,8,2006,Caño Navarro,Coria del Rio,Sevilla,4,0,M. Vazquez,15,18,control,2006-08-18,control
A,N353540,Acrocephalus scirpaceus,23,5,2006,Veta La Palma,Puebla del Rio,Sevilla,5,0,O. Gonzalez,NA,NA,Anillamiento,2006-05-23,anillamiento
C,N353540,Acrocephalus scirpaceus,11,8,2006,Caño Navarro,Coria del Rio,Sevilla,4,0,M. Vazquez,80,18,control,2006-08-11,control
A,,Acrocephalus scirpaceus,29,7,2006,Arguedas,Arguedas,Navarra,4,0,A. Munilla,NA,NA,Anillamiento,2006-07-29,anillamiento
C,N359550,Acrocephalus scirpaceus,18,8,2006,Caño Navarro,Coria del Rio,Sevilla,4,0,M. Vazquez,20,669,control,2006-08-18,control
A,N364189,Acrocephalus scirpaceus,28,8,2006,Caño Navarro,Coria del Rio,Sevilla,4,0,M. Vazquez,NA,NA,Anillamiento,2006-08-28,anillamiento
C,N364189,Acrocephalus scirpaceus,18,5,2007,Desembocadura Rio Guadiaro,San Roque,Cadiz,4,0,Milvus Goes,263,130,control,2007-05-18,control
A,N491140,Acrocephalus scirpaceus,20,8,2006,Cantaritas,Puebla del Rio,Sevilla,3,0,JL Arroyo,NA,NA,Anillamiento,2006-08-20,anillamiento
C,N491140,Acrocephalus scirpaceus,28,8,2006,Caño Navarro,Coria del Rio,Sevilla,3,0,M. Vazquez,8,18,control,2006-08-28,control
A,2811751,Acrocephalus arundinaceus,6,8,2000,Marismas del Odiel,Huelva,Huelva,3,0,M. Vazquez,NA,NA,Anillamiento,2000-08-06,anillamiento
C,2811751,Acrocephalus arundinaceus,28,4,2002,Laguna del Gobierno,La Lantejuela,Sevilla,4,0,M. Vazquez,630,151,control,2002-04-28,control
A,2A058868,Acrocephalus arundinaceus,10,5,2004,Laguna de Medina,Jerez de la Frontera,Cadiz,1,0,M. Vazquez,NA,NA,Anillamiento,2004-05-10,anillamiento
C,2A058868,Acrocephalus arundinaceus,3,7,2005,Cantaritas,Puebla del Rio,Sevilla,4,0,JL Arroyo,446,67,control,2005-07-03,control
C,2A058868,Acrocephalus arundinaceus,2,6,2006,Cantaritas,Puebla del Rio,Sevilla,4,0,JL Arroyo,814,67,control,2006-06-02,control
A,2A058870,Acrocephalus arundinaceus,10,5,2004,Laguna de Medina,Jerez de la Frontera,Cadiz,1,0,M. Vazquez,NA,NA,Anillamiento,2004-05-10,anillamiento
C,2A058870,Acrocephalus arundinaceus,25,7,2004,Cantaritas,Puebla del Rio,Sevilla,4,0,JL Arroyo,76,67,control,2004-07-25,control
A,V005567,Acrocephalus arundinaceus,28,6,1998,Curva del Convento,Las Cabezas de San Juan,Sevilla,1,0,GOSUR,NA,NA,Anillamiento,1998-06-28,anillamiento
C,V005567,Acrocephalus arundinaceus,11,8,2005,Caño Navarro,Coria del Rio,Sevilla,4,0,M. Vazquez,2601,35,control,2005-08-11,control
A,V023269,Acrocephalus arundinaceus,28,8,1999,La Quintanilla,Las Cabezas de San Juan,Sevilla,3,0,GOSUR,NA,NA,Anillamiento,1999-08-28,anillamiento
C,V023269,Acrocephalus arundinaceus,26,8,2004,Caño Navarro,Coria del Rio,Sevilla,4,0,M. Vazquez,1825,35,control,2004-08-26,control
A,L282059,Sylvia atricapilla,1,4,1999,Finca El Coto,Utrera,Sevilla,5,1,GOSUR,NA,NA,Anillamiento,1999-04-01,anillamiento
C,L282059,Sylvia atricapilla,1,12,1999,El Cuervo,Lebrija,Sevilla,2,0,M. Vazquez,244,28,Cazada,1999-12-01,muerto
A,2220251,Sylvia atricapilla,31,10,1987,Arroyo San Antonio,Utrera,Sevilla,4,2,J Ayala,NA,NA,Anillamiento,1987-10-31,anillamiento
C,2220251,Sylvia atricapilla,24,1,1988,Dehesa Carchena,Coria del Rio,Sevilla,6,2,M. Vazquez,NA,NA,control,1988-01-24,control
A,2222247,Sylvia atricapilla,27,3,1988,Arroyo Tarazona,Carmona,Sevilla,5,1,J Lopez,NA,NA,Anillamiento,1988-03-27,anillamiento
C,2222247,Sylvia atricapilla,14,3,1989,La Estrella,Palomares del Rio,Sevilla,7,1,M. Vazquez,NA,NA,control,1989-03-14,control
A,2286334,Sylvia atricapilla,11,11,1991,Castellar de la Frontera,Castellar de la Frontera,Cadiz,4,0,EBD,NA,NA,Anillamiento,1991-11-11,anillamiento
C,2286334,Sylvia atricapilla,24,11,1991,Cantera del Duende,El Rubio,Sevilla,4,0,M. Vazquez,13,120,control,1991-11-24,control
A,2374743,Sylvia atricapilla,27,12,1992,Arroyo Gascon,Marchena,Sevilla,2,1,LEO BIAGGI,NA,NA,Anillamiento,1992-12-27,anillamiento
C,2374743,Sylvia atricapilla,25,3,1994,Casilla Juan de Pico,La Lantejuela,Sevilla,2,0,LEO BIAGGI,NA,NA,Pinchado en despensa de lanius excubitor,1994-03-25,muerto
A,2890128,Sylvia atricapilla,15,3,2000,Borbollon Auta,Riogordo,Malaga,5,1,G Luscinia,NA,NA,Anillamiento,2000-03-15,anillamiento
C,2890128,Sylvia atricapilla,5,11,2000,Lora del Rio,Lora del Rio,Sevilla,5,1,Zamalla,235,126,control,2000-11-05,control
A,2221572,Cercotrichas galactotes,8,5,1988,Los Palacios,Los Palacios,Sevilla,4,0,J Ayala,NA,NA,Anillamiento,1988-05-08,anillamiento
C,2221572,Cercotrichas galactotes,4,6,1992,El Alcornocal,Los Palacios,Sevilla,8,1,M. Vazquez,NA,1,control,1992-06-04,control
A,2221580,Cercotrichas galactotes,2,6,1988,Los Palacios,Los Palacios,Sevilla,4,1,J Ayala,NA,NA,Anillamiento,1988-06-02,anillamiento
C,2221580,Cercotrichas galactotes,30,6,1992,El Alcornocal,Los Palacios,Sevilla,8,1,M. Vazquez,NA,1,control,1992-06-30,control
A,2275399,Cercotrichas galactotes,20,6,1990,Los Palacios,Los Palacios,Sevilla,1,0,GOSUR,NA,NA,Anillamiento,1990-06-20,anillamiento
C,2275399,Cercotrichas galactotes,13,8,1992,El Alcornocal,Los Palacios,Sevilla,7,1,M. Vazquez,NA,2,control,1992-08-13,control
A,2358316,Cercotrichas galactotes,26,8,1990,Los Palacios,Los Palacios,Sevilla,3,0,GOSUR,NA,NA,Anillamiento,1990-08-26,anillamiento
C,2358316,Cercotrichas galactotes,9,8,1999,El Alcornocal,Los Palacios,Sevilla,4,0,M. Vazquez,3270,2,control,1999-08-09,control
A,2358962,Cercotrichas galactotes,22,8,1993,Rio Lora,Los Palacios,Sevilla,4,2,GOSUR,NA,NA,Anillamiento,1993-08-22,anillamiento
C,2358962,Cercotrichas galactotes,14,6,1996,El Alcornocal,Los Palacios,Sevilla,4,2,M. Vazquez,1027,3,control,1996-06-14,control
A,2359053,Cercotrichas galactotes,6,7,1994,Los Palacios,Los Palacios,Sevilla,1,0,GOSUR,NA,NA,Anillamiento,1994-07-06,anillamiento
C,2359053,Cercotrichas galactotes,21,6,1995,El Alcornocal,Los Palacios,Sevilla,5,0,M. Vazquez,350,2,control,1995-06-21,control
A,2359322,Cercotrichas galactotes,25,8,1996,Los Palacios,Los Palacios,Sevilla,3,0,GOSUR,NA,NA,Anillamiento,1996-08-25,anillamiento
C,2359322,Cercotrichas galactotes,28,8,1996,El Alcornocal,Los Palacios,Sevilla,3,0,M. Vazquez,4,2,control,1996-08-28,control
A,2359323,Cercotrichas galactotes,25,8,1996,Los Palacios,Los Palacios,Sevilla,3,0,GOSUR,NA,NA,Anillamiento,1996-08-25,anillamiento
C,2359323,Cercotrichas galactotes,28,8,1996,El Alcornocal,Los Palacios,Sevilla,3,0,M. Vazquez,4,2,control,1996-08-28,control
A,2359333,Cercotrichas galactotes,25,8,1996,Los Palacios,Los Palacios,Sevilla,3,0,GOSUR,NA,NA,Anillamiento,1996-08-25,anillamiento
C,2359333,Cercotrichas galactotes,28,8,1996,El Alcornocal,Los Palacios,Sevilla,3,0,M. Vazquez,4,2,control,1996-08-28,control
A,2359336,Cercotrichas galactotes,25,8,1996,Los Palacios,Los Palacios,Sevilla,3,0,GOSUR,NA,NA,Anillamiento,1996-08-25,anillamiento
C,2359336,Cercotrichas galactotes,28,8,1996,El Alcornocal,Los Palacios,Sevilla,3,0,M. Vazquez,4,2,control,1996-08-28,control
A,2359340,Cercotrichas galactotes,25,8,1996,Los Palacios,Los Palacios,Sevilla,3,0,GOSUR,NA,NA,Anillamiento,1996-08-25,anillamiento
C,2359340,Cercotrichas galactotes,28,8,1996,El Alcornocal,Los Palacios,Sevilla,3,0,M. Vazquez,4,2,control,1996-08-28,control
A,2361522,Cercotrichas galactotes,22,8,1993,Los Palacios,Los Palacios,Sevilla,3,0,GOSUR,NA,NA,Anillamiento,1993-08-22,anillamiento
C,2361522,Cercotrichas galactotes,17,5,1995,El Alcornocal,Los Palacios,Sevilla,7,0,M. Vazquez,633,2,control,1995-05-17,control
A,2565386,Cercotrichas galactotes,18,5,1993,Los Palacios,Los Palacios,Sevilla,4,0,G Nevadensis,NA,NA,Anillamiento,1993-05-18,anillamiento
C,2565386,Cercotrichas galactotes,5,8,1996,El Alcornocal,Los Palacios,Sevilla,4,0,M. Vazquez,1175,3,control,1996-08-05,control
C,2565386,Cercotrichas galactotes,10,8,1999,El Alcornocal,Los Palacios,Sevilla,4,0,M. Vazquez,2275,3,control,1999-08-10,control
A,2673672,Cercotrichas galactotes,17,7,1995,Los Palacios,Los Palacios,Sevilla,1,0,G Nevadensis,NA,NA,Anillamiento,1995-07-17,anillamiento
C,2673672,Cercotrichas galactotes,25,8,1995,El Alcornocal,Los Palacios,Sevilla,3,0,M. Vazquez,39,3,control,1995-08-25,control
A,2838407,Cercotrichas galactotes,25,5,1998,Los Palacios,Los Palacios,Sevilla,4,0,G Nevadensis,NA,NA,Anillamiento,1998-05-25,anillamiento
C,2838407,Cercotrichas galactotes,8,6,1998,El Alcornocal,Los Palacios,Sevilla,4,0,M. Vazquez,11,3,control,1998-06-08,control
A,2838426,Cercotrichas galactotes,31,5,1998,Los Palacios,Los Palacios,Sevilla,4,1,G Nevadensis,NA,NA,Anillamiento,1998-05-31,anillamiento
C,2838426,Cercotrichas galactotes,17,5,2000,El Alcornocal,Los Palacios,Sevilla,4,1,M. Vazquez,717,3,control,2000-05-17,control
A,2838428,Cercotrichas galactotes,31,5,1998,Los Palacios,Los Palacios,Sevilla,4,1,G Nevadensis,NA,NA,Anillamiento,1998-05-31,anillamiento
C,2838428,Cercotrichas galactotes,2,6,2000,El Alcornocal,Los Palacios,Sevilla,4,1,M. Vazquez,733,3,control,2000-06-02,control
A,2838436,Cercotrichas galactotes,20,6,1998,Los Palacios,Los Palacios,Sevilla,1,0,G Nevadensis,NA,NA,Anillamiento,1998-06-20,anillamiento
C,2838436,Cercotrichas galactotes,15,5,2000,El Alcornocal,Los Palacios,Sevilla,4,2,M. Vazquez,697,3,control,2000-05-15,control
A,2838459,Cercotrichas galactotes,26,6,1998,Los Palacios,Los Palacios,Sevilla,4,2,G Nevadensis,NA,NA,Anillamiento,1998-06-26,anillamiento
C,2838459,Cercotrichas galactotes,18,8,1999,El Alcornocal,Los Palacios,Sevilla,4,0,M. Vazquez,418,3,control,1999-08-18,control
A,2628332,Cercotrichas galactotes,26,7,1994,El Alcornocal,Los Palacios,Sevilla,1,0,M. Vazquez,NA,NA,Anillamiento,1994-07-26,anillamiento
C,2628332,Cercotrichas galactotes,17,6,1995,Los Palacios,Los Palacios,Sevilla,5,0,GOSUR,326,2,control,1995-06-17,control
A,2628342,Cercotrichas galactotes,2,8,1994,El Alcornocal,Los Palacios,Sevilla,1,0,M. Vazquez,NA,NA,Anillamiento,1994-08-02,anillamiento
C,2628342,Cercotrichas galactotes,1,6,1995,Los Palacios,Los Palacios,Sevilla,5,0,GOSUR,303,2,control,1995-06-01,control
A,2628345,Cercotrichas galactotes,2,8,1994,El Alcornocal,Los Palacios,Sevilla,1,0,M. Vazquez,NA,NA,Anillamiento,1994-08-02,anillamiento
C,2628345,Cercotrichas galactotes,27,7,1995,Los Palacios,Los Palacios,Sevilla,5,0,GOSUR,358,2,control,1995-07-27,control
A,2628351,Cercotrichas galactotes,4,8,1994,El Alcornocal,Los Palacios,Sevilla,1,0,M. Vazquez,NA,NA,Anillamiento,1994-08-04,anillamiento
C,2628351,Cercotrichas galactotes,17,6,1995,Los Palacios,Los Palacios,Sevilla,5,0,GOSUR,317,2,control,1995-06-17,control
A,AP5775,Phylloscopus trochilus,20,4,2000,Isla del Aire,San Luis,Menorca,4,0,GOB Menorca,NA,NA,Anillamiento,2000-04-20,anillamiento
C,AP5775,Phylloscopus trochilus,28,8,2000,El Alcornocal,Los Palacios,Sevilla,4,0,M. Vazquez,130,933,control,2000-08-28,control
A,271350,Phylloscopus collybita,18,2,1989,Lucio Poco Abrigo,Puebla del Rio,Sevilla,4,0,M. Vazquez,NA,NA,Anillamiento,1989-02-18,anillamiento
C,271350,Phylloscopus collybita,1,7,1989,Embalse de Valdesalor,Torreorgaz,Caceres,4,0,Otro,133,236,control,1989-07-01,control
A,4022858,Cyanopica cyana,16,6,1989,PN Doñana,Almonte,Huelva,1,0,PND,NA,NA,Anillamiento,1989-06-16,anillamiento
C,4022858,Cyanopica cyana,17,3,1991,El Acebuche,Almonte,Huelva,4,0,M. Vazquez,NA,2,control,1991-03-17,control
A,4022854,Cyanopica cyana,16,6,1989,PN Doñana,Almonte,Huelva,1,0,PND,NA,NA,Anillamiento,1989-06-16,anillamiento
C,4022854,Cyanopica cyana,5,2,1991,El Acebuche,Almonte,Huelva,4,0,M. Vazquez,NA,2,control,1991-02-05,control
A,3006703,Lanius excubitor,31,10,1986,Pinares de Puebla,Puebla del Rio,Sevilla,3,0,R. Jimenez,NA,NA,Anillamiento,1986-10-31,anillamiento
C,3006703,Lanius excubitor,15,1,1994,Dehesa de Abajo,Puebla del Rio,Sevilla,A,0,M. Vazquez,NA,5,Encontrada anilla con detector de metales,1994-01-15,muerto
A,L044905,Delichon urbica,24,4,1996,El Rocio,Almonte ,Huelva,4,1,LA. Hill,NA,NA,Anillamiento,1996-04-24,anillamiento
C,L044905,Delichon urbica,2,8,1996,Carrtera El Rocio-Matalascañas,Almonte ,Huelva,2,0,Zamalla,101,1,Encontrada muerta,1996-08-02,muerto
A,V023339,Lanius senator,15,8,2000,Rio Lora,Los Palacios,Sevilla,3,0,GOSUR,NA,NA,Anillamiento,2000-08-15,anillamiento
C,V023339,Lanius senator,4,9,2000,El Alcornocal,Los Palacios,Sevilla,3,0,M. Vazquez,20,3,control,2000-09-04,control
A,2360528,Lanius senator,14,7,1996,Rio Lora,Los Palacios,Sevilla,4,1,GOSUR,NA,NA,Anillamiento,1996-07-14,anillamiento
C,2360528,Lanius senator,18,8,1996,El Alcornocal,Los Palacios,Sevilla,4,0,M. Vazquez,765,3,control,1996-08-18,control
A,474580,Saxicola torquata,15,9,1992,RB Doñana,Almonte ,Huelva,3,1,M. Pineda,NA,NA,Anillamiento,1992-09-15,anillamiento
C,474580,Saxicola torquata,30,11,1994,RB Doñana,Almonte ,Huelva,7,1,M. Vazquez,NA,1,control,1994-11-30,control
A,701264,Cettia cetti,6,10,1993,La Rocina PND,Almonte ,Huelva,2,1,PND,NA,NA,Anillamiento,1993-10-06,anillamiento
C,701264,Cettia cetti,19,8,1994,Manecorro PN Doñana,Almonte ,Huelva,4,1,M. Vazquez,NA,2,control,1994-08-19,control
A,L281866,Sylvia borin,11,9,1999,Rio Lora,Los Palacios,Sevilla,4,0,GOSUR,NA,NA,Anillamiento,1999-09-11,anillamiento
C,L281866,Sylvia borin,21,9,1999,El Alcornocal,Los Palacios,Sevilla,4,0,M. Vazquez,10,3,control,1999-09-21,control
A,L175971,Sylvia borin,10,9,1998,El Alcornocal,Los Palacios,Sevilla,4,0,M. Vazquez,NA,NA,Anillamiento,1998-09-10,anillamiento
C,L175971,Sylvia borin,11,9,1999,Rio Lora,Los Palacios,Sevilla,4,0,GOSUR,366,3,control,1999-09-11,control
A,191406,Phylloscopus collybita,20,12,1987,Dehesa Carchena,Coria del Rio,Sevilla,2,0,M. Vazquez,NA,NA,Anillamiento,1987-12-20,anillamiento
C,191406,Phylloscopus collybita,2,1,1989,Fuentes,Puebla del Rio,Sevilla,4,0,M. Vazquez,NA,3,control,1989-01-02,control
A,403706,Luscinia svecica,16,12,1990,Lucio Poco Abrigo,Puebla del Rio,Sevilla,2,1,M. Vazquez,NA,NA,Anillamiento,1990-12-16,anillamiento
C,403706,Luscinia svecica,30,10,1994,Coria del Rio,Coria del Rio,Sevilla,2,0,GOSUR,1414,10,Encontrada muerta,1994-10-30,muerto
A,404573,Erithacus rubecula,29,11,1992,Arroyo Gascon,Marchena,Sevilla,3,0,LEO BIAGGI,NA,NA,Anillamiento,1992-11-29,anillamiento
C,404573,Erithacus rubecula,25,3,1994,Casilla Juan de Pico,La Lantejuela,Sevilla,2,0,LEO BIAGGI,NA,8,Pinchado en despensa de lanius excubitor,1994-03-25,muerto
A,L085936,Erithacus rubecula,18,10,1996,Torrecuadros,Hinojos,Huelva,3,0,M. Vazquez,NA,NA,Anillamiento,1996-10-18,anillamiento
C,L085936,Erithacus rubecula,25,10,1996,San Jose del Valle,San Jose del Valle,Cadiz,3,0,Otro,7,92,control,1996-10-25,control
A,L089564,Erithacus rubecula,7,10,1996,RB Doñana,Almonte,Huelva,3,0,PJ. Belman,NA,NA,Anillamiento,1996-10-07,anillamiento
C,L089564,Erithacus rubecula,5,2,1997,Palacio de Doñana,Almonte,Huelva,4,0,M. Vazquez,NA,1,control,1997-02-05,control
A,572372,Erithacus rubecula,24,11,1993,RB Doñana,Almonte,Huelva,3,0,M. Pineda,NA,NA,Anillamiento,1993-11-24,anillamiento
